policy_ministry,ministry,bureau,division,section,office,team,unit,source
こども家庭庁,こども家庭庁,成育局,,保育政策課,,,,data
こども家庭庁,こども家庭庁,成育局,,保育政策課,公定価格担当室,,,data
こども家庭庁,こども家庭庁,成育局,,保育政策課,認可外保育施設担当室,,,data
こども家庭庁,こども家庭庁,成育局,,参事官(事業調整担当),,,,data
こども家庭庁,こども家庭庁,成育局,,安全対策課,,,,data
こども家庭庁,こども家庭庁,成育局,,成育基盤企画課,,,,data
こども家庭庁,こども家庭庁,成育局,,成育環境課,,,,data
こども家庭庁,こども家庭庁,成育局,,成育環境課,児童手当管理室,,,data
こども家庭庁,こども家庭庁,成育局,,母子保健課,,,,data
こども家庭庁,こども家庭庁,成育局,,総務課,,,,data
こども家庭庁,こども家庭庁,支援局,,家庭福祉課,,,,data
こども家庭庁,こども家庭庁,支援局,,家庭福祉課,ひとり親家庭等支援室,,,data
こども家庭庁,こども家庭庁,支援局,,総務課,,,,data
こども家庭庁,こども家庭庁,支援局,,虐待防止対策課,,,,data
こども家庭庁,こども家庭庁,支援局,,虐待防止対策課,,,保護者指導係,data
こども家庭庁,こども家庭庁,支援局,,虐待防止対策課,,,調整係,data
こども家庭庁,こども家庭庁,支援局,,障害児支援課,,,,data
こども家庭庁,こども家庭庁,支援局,,障害児支援課,,,障害児支援係,data
こども家庭庁,こども家庭庁,長官官房,,参事官(会計担当),,,,data
こども家庭庁,こども家庭庁,長官官房,,参事官(総合政策担当),,,,data
こども家庭庁,こども家庭庁,長官官房,,総務課,,,,data
こども家庭庁,こども家庭庁,長官官房,,総務課,,,企画係,data
こども家庭庁,こども家庭庁,長官官房,,総務課,,,広報・報道係,data
こども家庭庁,こども家庭庁,長官官房,,総務課,,,総務係,data
カジノ管理委員会,カジノ管理委員会,事務局,監督調査部,監督総括課,,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,トラスト担当トラスト班,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,トラスト担当政府認証基盤(GPKI)班,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,マイナンバー制度・公的個人認証法担当,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,情報連携基盤担当JーLIS班,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,情報連携基盤担当NWS班,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,,預貯金二法担当,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,(旧)基準・標準担当,,ベースレジストリ班,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,ベース・レジストリ担当,,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,情報連携基盤刷新担当情報連携基盤刷新班,,,,data
デジタル庁,デジタル庁,デジタル社会共通機能,,情報連携基盤刷新担当窓口DX推進チーム,,,,data
デジタル庁,デジタル庁,国民向けサービス,,,GビズID班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,Jグランツ班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,OSS班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,VisitJapanWeb班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,eーGov班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,カード自治体利用推進班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,スマホ搭載班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,デジタル認証アプリ班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,データ戦略・企業間取引班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,フロントサービスAPI基盤班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,マイナポータル班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,マイナンバーカード・OSS総括,,,data
デジタル庁,デジタル庁,国民向けサービス,,,マイナンバーカード広報班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,事業者手続システム整理,,,data
デジタル庁,デジタル庁,国民向けサービス,,,国家資格デジタル化班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,省庁統一ウェブサイト班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,電子契約システム(工事・業務)班,,,data
デジタル庁,デジタル庁,国民向けサービス,,,電子調達システム/調達ポータル班,,,data
デジタル庁,デジタル庁,国民向けサービス,,デジタル推進委員班,,,,data
デジタル庁,デジタル庁,国民向けサービス,,新地方創生班,,,,data
デジタル庁,デジタル庁,国民向けサービス,,準公共・相互連携担当,,,,data
デジタル庁,デジタル庁,国民向けサービス,,準公共・相互連携担当,,モビリティ班,,data
デジタル庁,デジタル庁,国民向けサービス,,準公共・相互連携担当,,健康・医療班,,data
デジタル庁,デジタル庁,国民向けサービス,,準公共・相互連携担当,,防災班,,data
デジタル庁,デジタル庁,戦略・組織,,AI担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,セキュリティ危機管理担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,セキュリティ危機管理担当,,インシデント対応総括班,,data
デジタル庁,デジタル庁,戦略・組織,,デジタル改革企画2:法制・制度担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,人事担当,インナーコミュニケーション班,,,data
デジタル庁,デジタル庁,戦略・組織,,人事担当,各省向け人材育成班,,,data
デジタル庁,デジタル庁,戦略・組織,,会計担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,広報・コミュニケーション担当,,広報総括班,,data
デジタル庁,デジタル庁,戦略・組織,,戦略企画担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,政府DX担当,,,,data
デジタル庁,デジタル庁,戦略・組織,,調達支援・改革担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,GIMA担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,eーLAWS/共通情報検索システム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,ガバメントクラウド担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,ガバメントソリューションサービス担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,人事・給与関係業務情報システム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,国家公務員身分証共通発行管理システム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,情報システム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,政府のAI調達・利活用ルール形成担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,政府共通ネットワーク担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,政府共通プラットフォーム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,政府共通決済基盤担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,旅費等内部管理業務共通システム担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,登記関係システム・業務DX担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,総合運用・監視システム/常時リスク診断・対処システム,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,総括担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,職員ID基盤担当,,,,data
デジタル庁,デジタル庁,省庁業務サービス,,電子決裁システム担当,,,,data
個人情報保護委員会,個人情報保護委員会,事務局,,参事官(個人情報),,,,data
個人情報保護委員会,個人情報保護委員会,事務局,,総務課,,,,data
公正取引委員会,公正取引委員会,,,,,,事務総局官房/国際課,data
公正取引委員会,公正取引委員会,,,,,,事務総局官房/総務課,data
公正取引委員会,公正取引委員会,,,,,,事務総局審査局/管理企画課,data
公正取引委員会,公正取引委員会,,,,,,事務総局経済取引局/企業結合課,data
公正取引委員会,公正取引委員会,,,,,,事務総局経済取引局/調整課,data
公正取引委員会,公正取引委員会,,,,,,事務総局経済取引局取引部/企業取引課,data
公正取引委員会,公正取引委員会,,,,,,事務総局経済取引局取引部/企業取引課下請取引調査室,data
公正取引委員会,公正取引委員会,,,,,,事務総局経済取引局取引部/取引企画課,data
公正取引委員会,公正取引委員会,,,,,総務課デジタル市場企画調査室,事務総局経済取引局//,data
内閣官房,内閣官房,内閣サイバーセキュリティセンター,,,,,,data
内閣官房,内閣官房,内閣人事局,,,,,,data
内閣官房,内閣官房,内閣感染症危機管理統括庁,,,,,,data
内閣官房,内閣官房,副長官補付,,ギャンブル等依存症対策推進本部事務局,,,,data
内閣官房,内閣官房,副長官補付,,健康・医療戦略室,,,,data
内閣官房,内閣官房,副長官補付,,別室,,,,data
内閣官房,内閣官房,副長官補付,,国土強靭化推進室,,,,data
内閣官房,内閣官房,副長官補付,,国際博覧会推進本部事務局,,,,data
内閣官房,内閣官房,副長官補付,,地理空間情報活用推進室,,,,data
内閣官房,内閣官房,副長官補付,,孤独・孤立対策担当室,,,,data
内閣官房,内閣官房,副長官補付,,拉致問題対策本部事務局,,,,data
内閣官房,内閣官房,副長官補付,,新しい地方経済・生活環境創生本部事務局,,,,data
内閣官房,内閣官房,副長官補付,,水循環政策本部事務局,,,,data
内閣官房,内閣官房,副長官補付,,特定複合観光施設区域整備推進室,,,,data
内閣官房,内閣官房,副長官補付,,産業遺産の世界遺産登録推進室担当,,,,data
内閣官房,内閣官房,副長官補付,,船舶活用医療推進本部設立準備室,,,,data
内閣官房,内閣官房,副長官補付,,領土・主権対策企画調整室,,,,data
内閣官房,内閣官房,副長官補付(事態),,,,,,data
内閣官房,内閣官房,室,,室2,,,,data
内閣官房,内閣官房,広報室,,,,,,data
内閣府,内閣府,健康・医療戦略推進事務局,,,,,,data
内閣府,内閣府,公益認定等委員会,事務局,,,,,data
内閣府,内閣府,北方対策本部,,,,,,data
内閣府,内閣府,北方対策本部,,参事官,,,総務係,data
内閣府,内閣府,国際平和協力本部,事務局,参事官,,,,data
内閣府,内閣府,地方創生推進事務局,,,,,,data
内閣府,内閣府,地方創生推進事務局,,参事官(地域再生担当),,,,data
内閣府,内閣府,大臣官房,,アイヌ施策推進室,,,,data
内閣府,内閣府,大臣官房,,会計課,,,営繕係,data
内閣府,内閣府,大臣官房,,公文書管理課,,,,data
内閣府,内閣府,大臣官房,,拉致被害者等支援担当室,,,,data
内閣府,内閣府,大臣官房,,政府広報室,,,,data
内閣府,内閣府,大臣官房,,遺棄化学兵器処理担当室,,,,data
内閣府,内閣府,宇宙開発戦略推進事務局,,,,,,data
内閣府,内閣府,官民人材交流センター,,総務課,,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,参事官(交通安全対策担当),,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,参事官(総合調整担当),,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,参事官(障害者施策担当),,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,参事官(青年国際交流担当),,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,参事官(高齢社会対策担当),,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,政策統括官(共生・共助担当)休眠預金等活用担当室,,,,data
内閣府,内閣府,政策統括官(共生・共助担当),,政策統括官(共生・共助担当)参事官(共助社会づくり推進担当),,,,data
内閣府,内閣府,政策統括官(原子力防災担当),,参事官(企画・国際担当),,,,data
内閣府,内閣府,政策統括官(原子力防災担当),,参事官(総合調整・訓練担当),,,,data
内閣府,内閣府,政策統括官(原子力防災担当),,参事官(総括担当),,,,data
内閣府,内閣府,政策統括官(沖縄政策担当),,参事官(企画担当),,,,data
内閣府,内閣府,政策統括官(沖縄政策担当),,参事官(政策調整担当),,,,data
内閣府,内閣府,政策統括官(沖縄政策担当),,参事官(産業振興担当),,,,data
内閣府,内閣府,政策統括官(沖縄政策担当),,参事官(総括担当),,,,data
内閣府,内閣府,政策統括官(経済安全保障担当),,参事官(総括・企画担当),,,,data
内閣府,内閣府,政策統括官(経済社会システム担当),,参事官(総括担当),,,,data
内閣府,内閣府,政策統括官(経済社会システム担当),,民間資金等活用事業推進室,,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,参事官(企画担当),,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,参事官(地域担当),,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,参事官(海外担当),,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,参事官(総括担当),,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,地方創生推進室,,,,data
内閣府,内閣府,政策統括官(経済財政分析担当),,計量分析室,,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,参事官(予算編成基本方針担当),,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,参事官(国際経済担当),,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,参事官(総括担当),,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,地域就職氷河期世代支援加速化事業推進室,,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,地域経済活性化支援機構担当室,,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,対日直接投資推進室,,,,data
内閣府,内閣府,政策統括官(経済財政運営担当),,道州制特区担当室,,,,data
内閣府,内閣府,政策統括官(重要土地担当),,,,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(地方・訓練担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(復旧・復興担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(普及啓発・連携担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(災害緊急事態対処担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(被災者生活再建担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(調査・企画担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(避難生活担当),,,,data
内閣府,内閣府,政策統括官(防災担当),,参事官(防災計画担当),,,,data
内閣府,内閣府,日本学術会議,事務局,企画課,,,,data
内閣府,内閣府,日本学術会議,事務局,参事官(国際業務担当),,,国際業務総括専門職,data
内閣府,内閣府,沖縄振興局,,参事官(振興第一担当),,,,data
内閣府,内閣府,沖縄振興局,,参事官(振興第三担当),,,,data
内閣府,内閣府,沖縄振興局,,参事官(振興第二担当),,,,data
内閣府,内閣府,沖縄振興局,,参事官(特定事業担当),,,,data
内閣府,内閣府,沖縄振興局,,参事官(特定事業担当),,,特定事業第1担当主査,data
内閣府,内閣府,沖縄振興局,,参事官(調査金融担当),,,,data
内閣府,内閣府,沖縄振興局,,総務課,事業振興室,,,data
内閣府,内閣府,沖縄振興局,,総務課,沖縄科学技術大学院大学室,,,data
内閣府,内閣府,男女共同参画局,,仕事と生活の調和推進室,,,,data
内閣府,内閣府,男女共同参画局,,推進課,,,,data
内閣府,内閣府,男女共同参画局,,男女間暴力対策課,,,,data
内閣府,内閣府,男女共同参画局,,総務課,,,,data
内閣府,内閣府,知的財産戦略推進事務局,,,,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,,日本医療研究開発機構担当室,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(イノベーション推進担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(事業推進総括担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(原子力担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(大学改革・ファンド担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(未来革新研究推進担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(統合戦略担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(総括担当),,,,data
内閣府,内閣府,科学技術・イノベーション推進事務局,,参事官(重要課題担当),,,,data
内閣府,内閣府,経済社会総合研究所,,国民経済計算部,企画調査課,,,data
内閣府,内閣府,経済社会総合研究所,,経済研修所,,,,data
内閣府,内閣府,経済社会総合研究所,,総務部,総務課,,,data
内閣府,内閣府,総合海洋政策推進事務局,,,,,,data
内閣府,内閣府,賞勲局,,総務課,,,,data
内閣府,内閣府,迎賓館,,,,,,data
内閣府,内閣府,迎賓館,,京都事務所,,,,data
内閣府,内閣府,迎賓館,,運営課,,,,data
内閣府,内閣府,食品安全委員会,事務局,情報・勧告広報課,,,交流係,data
内閣府,内閣府,食品安全委員会,事務局,評価第一課,,,,data
厚生労働省,中央労働委員会,事務局,,総務課,,,,data
厚生労働省,厚生労働省,人材開発統括官,,,キャリア形成支援室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,人材開発政策担当参事官室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,人材開発総務担当参事官室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,企業内人材開発支援室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,政策企画室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,海外人材育成担当参事官室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,海外人材育成担当参事官室,,管理係,data
厚生労働省,厚生労働省,人材開発統括官,,,海外協力室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,特別支援室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,能力評価担当参事官室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,若年者・キャリア形成支援担当参事官室,,,data
厚生労働省,厚生労働省,人材開発統括官,,,訓練企画室,,,data
厚生労働省,厚生労働省,保険局,,,,,,data
厚生労働省,厚生労働省,保険局,,保険課,,,,data
厚生労働省,厚生労働省,保険局,,保険課,,,企画法令第一係,data
厚生労働省,厚生労働省,保険局,,保険課,,,健康保険組合係,data
厚生労働省,厚生労働省,保険局,,保険課,全国健康保険協会管理室,,運営管理第三係,data
厚生労働省,厚生労働省,保険局,,保険課,全国健康保険協会管理室,,運営管理第二係,data
厚生労働省,厚生労働省,保険局,,医療介護連携政策課,,,,data
厚生労働省,厚生労働省,保険局,,医療介護連携政策課,保険データ企画室,,,data
厚生労働省,厚生労働省,保険局,,医療介護連携政策課,医療費適正化対策推進室,,,data
厚生労働省,厚生労働省,保険局,,医療課,,,,data
厚生労働省,厚生労働省,保険局,,医療課,,,企画法令第二係,data
厚生労働省,厚生労働省,保険局,,医療課,,,庶務係,data
厚生労働省,厚生労働省,保険局,,医療課,保険医療企画調査室,,,data
厚生労働省,厚生労働省,保険局,,医療課,医療指導監査室,,指導監査係,data
厚生労働省,厚生労働省,保険局,,国民健康保険課,,,,data
厚生労働省,厚生労働省,保険局,,国民健康保険課,,,国民健康保険組合係,data
厚生労働省,厚生労働省,保険局,,国民健康保険課,,,庶務係,data
厚生労働省,厚生労働省,保険局,,国民健康保険課,,,監理係,data
厚生労働省,厚生労働省,保険局,,国民健康保険課,,,財政第一係,data
厚生労働省,厚生労働省,保険局,,総務課,,,医療保険財政係,data
厚生労働省,厚生労働省,保険局,,総務課,,,庶務係,data
厚生労働省,厚生労働省,保険局,,総務課,社会保険審査調整室,,,data
厚生労働省,厚生労働省,保険局,,調査課,,,,data
厚生労働省,厚生労働省,保険局,,高齢者医療課,,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,がん・疾病対策課,,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,がん・疾病対策課,B型肝炎訴訟対策室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,がん・疾病対策課,肝炎対策推進室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,健康課,,,健康指導係,data
厚生労働省,厚生労働省,健康・生活衛生局,,健康課,保健指導室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,健康課,地域保健室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,健康課,栄養指導室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,生活衛生課,,,指導係,data
厚生労働省,厚生労働省,健康・生活衛生局,,生活衛生課,,,管理係,data
厚生労働省,厚生労働省,健康・生活衛生局,,総務課,,,指導係,data
厚生労働省,厚生労働省,健康・生活衛生局,,総務課,指導調査室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,総務課,指導調査室,,援護予算係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,,,,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,,,ハンセン病係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,,,小児慢性特定疾病係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,,,補償金支給係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,,,難病調査研究係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,移植医療対策推進室,,臓器移植係,data
厚生労働省,厚生労働省,健康・生活衛生局,,難病対策課,移植医療対策推進室,,造血幹細胞移植係,data
厚生労働省,厚生労働省,健康・生活衛生局,,食品監視安全課,,,情報管理係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,予防接種課,,,,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,予防接種課,,,健康被害救済給付第一係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,企画・検疫課,検疫所管理室,,,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,,,,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,,総務班,予算係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,,総務班,管理係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,エイズ対策推進室,,調査総務係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,パンデミック対策推進室,備蓄・流通対策班,流通・備蓄調整係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,国立健康危機管理研究機構設立準備室,,業務係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,感染症情報管理室,,情報管理係,data
厚生労働省,厚生労働省,健康・生活衛生局,感染症対策部,感染症対策課,結核対策推進室,,結核対策係,data
厚生労働省,厚生労働省,労働基準局,,労働保険徴収課,,,,data
厚生労働省,厚生労働省,労働基準局,,労働条件政策課,,,,data
厚生労働省,厚生労働省,労働基準局,,労働条件政策課,,,医療労働対策係,data
厚生労働省,厚生労働省,労働基準局,,労働条件政策課,,,新たな働き方推進係,data
厚生労働省,厚生労働省,労働基準局,,労働関係法課,,,,data
厚生労働省,厚生労働省,労働基準局,,労働関係法課,,,法規第二係,data
厚生労働省,厚生労働省,労働基準局,,労災管理課,,,,data
厚生労働省,厚生労働省,労働基準局,,労災管理課,建設石綿給付金認定等業務室,,,data
厚生労働省,厚生労働省,労働基準局,,監督課,,,,data
厚生労働省,厚生労働省,労働基準局,,総務課,,,,data
厚生労働省,厚生労働省,労働基準局,,総務課,過労死等防止対策推進室,,,data
厚生労働省,厚生労働省,労働基準局,,補償課,,,,data
厚生労働省,厚生労働省,労働基準局,,賃金課,,,,data
