policy_ministry,ministry,bureau,division,section,office,team,unit,source
環境省,環境省,地球環境局,,地球温暖化対策課,,,特別会計予算第一係,data
環境省,環境省,地球環境局,,地球温暖化対策課,,,特別会計評価・検証係,data
環境省,環境省,地球環境局,,地球温暖化対策課,フロン対策室,,,data
環境省,環境省,地球環境局,,地球温暖化対策課,地球温暖化対策事業室,,,data
環境省,環境省,地球環境局,,地球温暖化対策課,地球温暖化対策事業室,,住宅カーボンニュートラル係,data
環境省,環境省,地球環境局,,地球温暖化対策課,脱炭素ビジネス推進室,,,data
環境省,環境省,地球環境局,,地球温暖化対策課,脱炭素ライフスタイル推進室,,,data
環境省,環境省,地球環境局,,総務課,,,予算決算係,data
環境省,環境省,地球環境局,,総務課,気候変動科学・適応室,,,data
環境省,環境省,地球環境局,,総務課,気候変動観測研究戦略室,,,data
環境省,環境省,地球環境局,,総務課,脱炭素社会移行推進室,,,data
環境省,環境省,大臣官房,,会計課,庁舎管理室,,調整係,data
環境省,環境省,大臣官房,,地域政策課,地域循環共生圏推進室,,,data
環境省,環境省,大臣官房,,地域脱炭素事業推進課,,,,data
環境省,環境省,大臣官房,,地域脱炭素政策調整担当参事官室,,,,data
環境省,環境省,大臣官房,,環境影響評価課,,,,data
環境省,環境省,大臣官房,,環境経済課,,,,data
環境省,環境省,大臣官房,,環境経済課,,,経済的措置係,data
環境省,環境省,大臣官房,,環境経済課,市場メカニズム室,,,data
環境省,環境省,大臣官房,,秘書課,地方環境室,,,data
環境省,環境省,大臣官房,,総務課,,,法令係,data
環境省,環境省,大臣官房,,総務課,危機管理・災害対策室,,,data
環境省,環境省,大臣官房,,総務課,広報室,,広報係,data
環境省,環境省,大臣官房,,総務課,環境情報室,,,data
環境省,環境省,大臣官房,,総合政策課,,,,data
環境省,環境省,大臣官房,,総合政策課,企画評価・政策プロモーション室,,,data
環境省,環境省,大臣官房,,総合政策課,民間活動支援室,,,data
環境省,環境省,大臣官房,,総合政策課,環境教育推進室,,,data
環境省,環境省,大臣官房,,総合政策課,環境研究技術室,,,data
環境省,環境省,大臣官房,,総合政策課,環境研究技術室,,調整係,data
環境省,環境省,大臣官房,,総合政策課,環境計画室,,,data
環境省,環境省,大臣官房,環境保健部,企画課,保健業務室,,,data
環境省,環境省,大臣官房,環境保健部,企画課,熱中症対策室,,,data
環境省,環境省,大臣官房,環境保健部,企画課,特殊疾病対策室,,,data
環境省,環境省,大臣官房,環境保健部,企画課,石綿健康被害対策室,,,data
環境省,環境省,大臣官房,環境保健部,化学物質安全課,,,,data
環境省,環境省,大臣官房,環境保健部,化学物質安全課,化学物質審査室,,,data
環境省,環境省,大臣官房,環境保健部,化学物質安全課,環境リスク評価室,,,data
環境省,環境省,大臣官房,環境保健部,放射線健康管理担当参事官室,,,総括第一係,data
環境省,環境省,水・大気環境局,,モビリティ環境対策課,,,,data
環境省,環境省,水・大気環境局,,モビリティ環境対策課,脱炭素モビリティ事業室,,,data
環境省,環境省,水・大気環境局,,海洋環境課,,,,data
環境省,環境省,水・大気環境局,,海洋環境課,海域環境管理室,,,data
環境省,環境省,水・大気環境局,,環境管理課,,,,data
環境省,環境省,水・大気環境局,,環境管理課,,,水循環係,data
環境省,環境省,水・大気環境局,,環境管理課,水道水質・衛生管理室,,,data
環境省,環境省,水・大気環境局,,環境管理課,環境汚染対策室,,,data
環境省,環境省,水・大気環境局,,環境管理課,環境汚染対策室,,大気汚染対策係,data
環境省,環境省,水・大気環境局,,環境管理課,農薬環境管理室,,,data
環境省,環境省,水・大気環境局,,総務課,,,,data
環境省,環境省,環境再生・資源循環局,,廃棄物規制課,,,,data
環境省,環境省,環境再生・資源循環局,,廃棄物適正処理推進課,,,,data
環境省,環境省,環境再生・資源循環局,,廃棄物適正処理推進課,浄化槽推進室,,,data
環境省,環境省,環境再生・資源循環局,,環境再生事業担当参事官室,,,,data
環境省,環境省,環境再生・資源循環局,,環境再生事業担当参事官室,災害廃棄物対策室,,,data
環境省,環境省,環境再生・資源循環局,,環境再生事業担当参事官室,環境再生事業担当参事官付不法投棄原状回復事業対策室,,,data
環境省,環境省,環境再生・資源循環局,,環境再生事業担当参事官室,福島再生・未来志向プロジェクト推進室,,,data
環境省,環境省,環境再生・資源循環局,,環境再生施設整備担当参事官室,環境再生施設整備担当参事官付ポリ塩化ビフェニル廃棄物処理推進室,,,data
環境省,環境省,環境再生・資源循環局,,総務課,,,,data
環境省,環境省,環境再生・資源循環局,,総務課,リサイクル推進室,,,data
環境省,環境省,環境再生・資源循環局,,総務課,容器包装・プラスチック資源循環室,,,data
環境省,環境省,環境再生・資源循環局,,総務課,循環型社会推進室,,,data
環境省,環境省,環境調査研修所,,,,,,data
環境省,環境省,環境調査研修所,国立水俣病総合研究センター,総務課,,,経理係,data
環境省,環境省,自然環境局,,,,,,data
環境省,環境省,自然環境局,,国立公園課,,,,data
環境省,環境省,自然環境局,,国立公園課,国立公園利用推進室,,,data
環境省,環境省,自然環境局,,総務課,動物愛護管理室,,,data
環境省,環境省,自然環境局,,総務課,国民公園室,,,data
環境省,環境省,自然環境局,,自然環境整備課,,,,data
環境省,環境省,自然環境局,,自然環境整備課,温泉地保護利用推進室,,,data
環境省,環境省,自然環境局,,自然環境整備課,温泉地保護利用推進室,,温泉保護係,data
環境省,環境省,自然環境局,,自然環境計画課,,,,data
環境省,環境省,自然環境局,,自然環境計画課,,,企画係,data
環境省,環境省,自然環境局,,自然環境計画課,生物多様性センター,,,data
環境省,環境省,自然環境局,,自然環境計画課,生物多様性主流化室,,,data
環境省,環境省,自然環境局,,自然環境計画課,生物多様性戦略推進室,,,data
環境省,環境省,自然環境局,,野生生物課,,,,data
環境省,環境省,自然環境局,,野生生物課,外来生物対策室,,,data
環境省,環境省,自然環境局,,野生生物課,希少種保全推進室,,,data
環境省,環境省,自然環境局,,野生生物課,鳥獣保護管理室,,,data
環境省,環境省,自然環境局,,野生生物課,鳥獣保護管理室,,指定管理鳥獣係,data
経済産業省,特許庁,,審査業務部,出願課,国際出願室,企画調査班,,data
経済産業省,特許庁,,審査業務部,商標課,,総括班,,data
経済産業省,特許庁,,審査第一部,調整課,審査推進室,審査推進企画班,,data
経済産業省,特許庁,,審査第一部,調整課,審査推進室,電子情報計画班,,data
経済産業省,特許庁,,総務部,企画調査課,,,,data
経済産業省,特許庁,,総務部,企画調査課,,企画班,,data
経済産業省,特許庁,,総務部,企画調査課,,総括班,,data
経済産業省,特許庁,,総務部,会計課,,施設管理班,,data
経済産業省,特許庁,,総務部,会計課,,総括班,予算係,data
経済産業省,特許庁,,総務部,国際協力課,,国際班,,data
経済産業省,特許庁,,総務部,普及支援課,,地域調整班,地域業務第一係,data
経済産業省,特許庁,,総務部,普及支援課,,地域調整班,地域調整係,data
経済産業省,特許庁,,総務部,普及支援課,,支援企画班,,data
経済産業省,特許庁,,総務部,総務課,,調整班,,data
経済産業省,特許庁,,総務部,総務課,広報室,,,data
経済産業省,特許庁,,総務部,総務課,情報技術統括室,情報技術企画班,情報技術企画係,data
経済産業省,特許庁,,総務部,総務課,独立行政法人工業所有権情報・研修館室,,,data
経済産業省,経済産業省,イノベーション・環境局,,国際室,,,,data
経済産業省,経済産業省,イノベーション・環境局,,国際標準課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,国際電気標準課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,基準認証政策課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,大学連携推進室,,,,data
経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション創出新事業推進課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション創出新事業推進課,スタートアップ推進室,,,data
経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション政策課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,経済産業省イノベーション・環境局イノベーション政策課,フロンティア推進室,,,data
経済産業省,経済産業省,イノベーション・環境局,,総務課,,,,data
経済産業省,経済産業省,イノベーション・環境局,,総務課,産業技術法人室,,,data
経済産業省,経済産業省,イノベーション・環境局,,計量行政室,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,地球環境対策室,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,環境政策課,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,環境政策課,GX推進企画室,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,環境経済室,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,環境金融室,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,脱炭素成長型経済構造移行投資促進課,エネルギー・環境イノベーション戦略室,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,資源循環経済課,,,,data
経済産業省,経済産業省,イノベーション・環境局GXグループ,,資源循環経済課環境管理推進室,,,,data
経済産業省,経済産業省,中小企業庁,事業環境部,取引課,,,,data
経済産業省,経済産業省,中小企業庁,事業環境部,調査室,,,,data
経済産業省,経済産業省,中小企業庁,事業環境部,財務課,,,,data
経済産業省,経済産業省,中小企業庁,事業環境部,金融課,,,,data
経済産業省,経済産業省,中小企業庁,経営支援部,創業・新事業促進室,,,,data
経済産業省,経済産業省,中小企業庁,経営支援部,商業課,,,,data
経済産業省,経済産業省,中小企業庁,経営支援部,小規模企業振興課,,,,data
経済産業省,経済産業省,中小企業庁,経営支援部,技術・経営革新室,,,,data
経済産業省,経済産業省,中小企業庁,経営支援部,経営支援課,,,,data
経済産業省,経済産業省,中小企業庁,長官官房,総務課,,,,data
経済産業省,経済産業省,中小企業庁,長官官房,総務課,訟務・債権管理室,,,data
経済産業省,経済産業省,商務情報政策局,,サイバーセキュリティ課,,,,data
経済産業省,経済産業省,商務情報政策局,,国際室,,,,data
経済産業省,経済産業省,商務情報政策局,,情報技術利用促進課,,,,data
経済産業省,経済産業省,商務情報政策局,,情報産業課,,,,data
経済産業省,経済産業省,商務情報政策局,,情報産業課,情報処理基盤産業室,,,data
経済産業省,経済産業省,商務情報政策局,,情報経済課,,,,data
経済産業省,経済産業省,商務情報政策局,,情報経済課,アーキテクチャ戦略企画室,,,data
経済産業省,経済産業省,商務情報政策局,,情報経済課,デジタル取引環境整備室,,,data
経済産業省,経済産業省,商務情報政策局,,総務課,,,,data
経済産業省,経済産業省,商務情報政策局,,電池産業課,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,キャッシュレス推進室,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,サービス政策課,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,サービス政策課,教育産業室,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,ヘルスケア産業課,医療・福祉機器産業室,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,博覧会推進室,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,参事官室,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,商品市場整備室,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,文化創造産業課,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,文化創造産業課,伝統的工芸品産業室,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,消費・流通政策課,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,物流企画室,,,,data
経済産業省,経済産業省,商務情報政策局商務・サービスG,,生物化学産業課,,,,data
経済産業省,経済産業省,大臣官房,,デジタル・トランスフォーメーション室,,,,data
経済産業省,経済産業省,大臣官房,,厚生企画室,,,,data
経済産業省,経済産業省,大臣官房,,地方調整室,,,,data
経済産業省,経済産業省,大臣官房,,情報システム室,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,ガス安全室,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,保安政策課,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,化学物質管理課,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,化学物質管理課,オゾン層保護等推進室,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,産業保安企画室,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,鉱山・火薬類監理官付,,,,data
経済産業省,経済産業省,大臣官房産業保安・安全G,,電力安全課,,,,data
経済産業省,経済産業省,大臣官房福島復興推進G,,福島新産業・雇用創出推進室,,,,data
経済産業省,経済産業省,大臣官房福島復興推進G,,総合調整室,,,,data
経済産業省,経済産業省,大臣官房調査統計G,,総合調整室,,,,data
経済産業省,経済産業省,経済産業政策局,,地域産業基盤整備課,,,,data
経済産業省,経済産業省,経済産業政策局,,地域経済産業政策課,,,,data
経済産業省,経済産業省,経済産業政策局,,投資促進課,,,,data
経済産業省,経済産業省,経済産業政策局,,産業人材課,,,,data
経済産業省,経済産業省,経済産業政策局,,産業構造課,,,,data
経済産業省,経済産業省,経済産業政策局,,産業資金課,,,,data
経済産業省,経済産業省,経済産業政策局,,競争環境整備室,,,,data
経済産業省,経済産業省,経済産業政策局,,総務課,,,,data
経済産業省,経済産業省,経済産業政策局,,調査課,,,,data
経済産業省,経済産業省,製造産業局,,ロボット政策室,,,,data
経済産業省,経済産業省,製造産業局,,宇宙産業課,,,,data
経済産業省,経済産業省,製造産業局,,生活製品課,,,,data
経済産業省,経済産業省,製造産業局,,生活製品課,住宅産業室,,,data
経済産業省,経済産業省,製造産業局,,産業機械課,,,,data
経済産業省,経済産業省,製造産業局,,素形材産業室,,,,data
経済産業省,経済産業省,製造産業局,,素材産業課,,,,data
経済産業省,経済産業省,製造産業局,,総務課,,,,data
経済産業省,経済産業省,製造産業局,,自動車課,,,,data
経済産業省,経済産業省,製造産業局,,自動車課,モビリティDX室,,,data
経済産業省,経済産業省,製造産業局,,航空機武器産業課,,,,data
経済産業省,経済産業省,製造産業局,,航空機武器産業課,次世代空モビリティ政策室,,,data
経済産業省,経済産業省,製造産業局,,製造産業戦略企画室,,,,data
経済産業省,経済産業省,製造産業局,,金属課,,,,data
経済産業省,経済産業省,製造産業局,,金属課,金属技術室,,,data
経済産業省,経済産業省,製造産業局,,鉱物課,,,,data
経済産業省,経済産業省,貿易経済安全保障局,,経済産業省貿易経済安全保障局経済安全保障政策課,,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,政策課,制度審議室,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,新エネルギーシステム課,,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,新エネルギー課,,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,新エネルギー課,風力政策室,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,水素・アンモニア課,,,,data
経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,省エネルギー課,,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,政策課,,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,燃料供給基盤整備課,,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,燃料供給基盤整備課,燃料流通政策室,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,燃料環境適合利用推進課,,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,資源開発課,,,,data
経済産業省,経済産業省,資源エネルギー庁,資源・燃料部,資源開発課,石炭政策室,,,data
経済産業省,経済産業省,資源エネルギー庁,長官官房,国際課,,,,data
経済産業省,経済産業省,資源エネルギー庁,長官官房,国際課,海外エネルギーインフラ室,,,data
経済産業省,経済産業省,資源エネルギー庁,長官官房,総務課,,,,data
経済産業省,経済産業省,資源エネルギー庁,長官官房,総務課,会計室,,,data
経済産業省,経済産業省,資源エネルギー庁,長官官房,総務課,戦略企画室,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,ガス市場整備室,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力政策課,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力政策課,原子力国際協力推進室,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力発電所事故収束対応室,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力立地・核燃料サイクル産業課,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,原子力立地・核燃料サイクル産業課,原子力立地政策室,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,放射性廃棄物対策課,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,電力基盤整備課,,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,電力基盤整備課,電源地域整備室,,,data
経済産業省,経済産業省,資源エネルギー庁,電力・ガス事業部,電力産業・市場室,,,,data
経済産業省,経済産業省,通商政策局,,アジア大洋州課,,,,data
経済産業省,経済産業省,通商政策局,,ロシア・中央アジア・コーカサス室,,,,data
経済産業省,経済産業省,通商政策局,,北東アジア課,,,,data
経済産業省,経済産業省,通商政策局,,技術・人材協力室,,,,data
経済産業省,経済産業省,通商政策局,,欧州課,,,,data
経済産業省,経済産業省,通商政策局,,総務課,,,,data
経済産業省,経済産業省,通商政策局,,貿易振興課,,,,data
経済産業省,経済産業省,通商政策局,,通商金融課,,,,data
経済産業省,経済産業省,通商政策局,,韓国室,,,,data
経済産業省,経済産業省,通商政策局,国際経済部,参事官付,,,,data
経済産業省,経済産業省,通商政策局,国際経済部,経済産業省通商政策局国際経済部アジア太平洋地域協力推進室,,,,data
経済産業省,経済産業省,通商政策局,国際経済部,経済産業省通商政策局国際経済部経済連携課,,,,data
総務省,公害等調整委員会,公害等調整委員会事務局,,総務課,,,,data
総務省,消防庁,消防庁,,予防課,,,,data
総務省,消防庁,消防庁,,予防課,危険物保安室,,,data
総務省,消防庁,消防庁,,予防課,特殊災害室,,,data
総務省,消防庁,消防庁,,消防・救急課,,,,data
総務省,消防庁,消防庁,,消防・救急課,救急企画室,,,data
総務省,消防庁,消防庁,,総務課,,,,data
総務省,消防庁,消防庁,国民保護・防災部,参事官室,,,,data
総務省,消防庁,消防庁,国民保護・防災部,防災課,,,,data
総務省,消防庁,消防庁,国民保護・防災部,防災課,国民保護運用室,,,data
総務省,消防庁,消防庁,国民保護・防災部,防災課,地域防災室,,,data
総務省,消防庁,消防庁,国民保護・防災部,防災課,広域応援室,,,data
総務省,消防庁,消防庁,国民保護・防災部,防災課,防災情報室,,,data
総務省,消防庁,消防庁消防大学校,,庶務課,,,,data
総務省,消防庁,消防庁消防大学校,消防研究センター,,,,,data
総務省,総務省,サイバーセキュリティ統括官室,,,,,,data
総務省,総務省,国際戦略局,,参事官,,,,data
総務省,総務省,国際戦略局,,国際展開課,,,,data
総務省,総務省,国際戦略局,,国際戦略課,,,,data
総務省,総務省,国際戦略局,,国際戦略課,投資審査室,,,data
総務省,総務省,国際戦略局,,国際経済課,多国間経済室,,,data
総務省,総務省,国際戦略局,,宇宙通信政策課,,,,data
総務省,総務省,国際戦略局,,宇宙通信政策課,,,衛星開発係,data
総務省,総務省,国際戦略局,,技術政策課,,,,data
総務省,総務省,国際戦略局,,技術政策課,研究推進室,,,data
総務省,総務省,国際戦略局,,通信規格課,,,,data
総務省,総務省,大臣官房,,企画課,サイバーセキュリティ・情報化推進室,,,data
総務省,総務省,大臣官房,,総務課,管理室,,,data
総務省,総務省,情報流通行政局,,,参事官,,,data
総務省,総務省,情報流通行政局,,地上放送課,,,,data
総務省,総務省,情報流通行政局,,地域通信振興課,,,,data
総務省,総務省,情報流通行政局,,地域通信振興課,デジタル経済推進室,,,data
総務省,総務省,情報流通行政局,,情報流通振興課,,,,data
総務省,総務省,情報流通行政局,,情報流通振興課,情報活用支援室,,,data
総務省,総務省,情報流通行政局,,情報流通振興課,情報流通適正化推進室,,,data
総務省,総務省,情報流通行政局,,情報通信作品振興課,,,,data
総務省,総務省,情報流通行政局,,情報通信作品振興課,放送コンテンツ海外流通推進室,,,data
総務省,総務省,情報流通行政局,,情報通信政策課,情報通信経済室,,,data
総務省,総務省,情報流通行政局,,放送政策課,,,,data
総務省,総務省,情報流通行政局,,衛星・地域放送課,,,,data
総務省,総務省,情報流通行政局,,衛星・地域放送課,地域放送推進室,,,data
総務省,総務省,情報流通行政局,郵政行政部,企画課,,,,data
総務省,総務省,情報流通行政局,郵政行政部,郵便課,,,,data
総務省,総務省,情報流通行政局,郵政行政部,郵便課,国際企画室,,,data
総務省,総務省,政策統括官(恩給担当)室,,恩給管理官室,恩給経理官室,,,data
総務省,総務省,政策統括官(統計制度担当)室,,国際統計管理官室,,,,data
総務省,総務省,政策統括官(統計制度担当)室,,国際統計管理官室,国際研修協力官室,,,data
総務省,総務省,政策統括官(統計制度担当)室,,統計企画管理官室,,,,data
総務省,総務省,政策統括官(統計制度担当)室,,統計審査官室,,,,data
総務省,総務省,統計局,,統計情報システム管理官,,,,data
総務省,総務省,統計局,,総務課,,,企画調整係,data
総務省,総務省,統計局,統計調査部,調査企画課,,,,data
総務省,総務省,統計研究研修所,管理・研修部,研修企画課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,データ通信課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,事業政策課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,利用環境課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,基盤整備促進課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,安全・信頼性対策課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,料金サービス課,,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,料金サービス課,消費者契約適正化推進室,,,data
総務省,総務省,総合通信基盤局,電気通信事業部,電気通信技術システム課,,,,data
